time,1011001,1011002,1011003,1011004,1011005,1011006,1011007,1011008,1011009,1011010,1011056,1011057,1011058,1011059,1011060,1011061,1011062,1011063,1011064,1011065,1011111,1011112,1011113,1011114,1011115,1011116,1011117,1011118,1011119,1011203,1011204,1011205,1011206,1011207,1011208,1011209,1011210,1011211,1011212,1011213,1011214,1011215,1011229,1011231,1011232,1011237,1011238,1011239,1011240,1011241,1011243,1011244,1011245,1011246,1011247,1011248,1011264,1011265,1011266,1011267,1011270,1011271,1011272,1011273,1011466,1011467
71,288.9992065,291.3088379,288.9992065,289.2878723,289.5765991,289.2878723,289.2878723,288.9992065,386.9505005,288.7104492,289.5765991,289.8652954,289.2878723,290.7314453,289.5765991,289.2878723,289.2878723,289.8652954,35.19155502,288.7104492,51.6164093,51.61860657,51.61779404,51.61817169,51.61724091,51.67021942,51.77346039,51.7218399,51.79926682,2.501710653,1.364905834,1.216237187,1.211775184,2.881161213,14.48110199,1.354414821,14.48110199,1.936818838,2.625515461,1.258134842,1.258134842,1.961618662,1.364905834,1.990916848,1.013001442,54.73307419,61.0773201,61.0773201,57.28112793,60.54968643,24.87947464,24.89154816,38.1545105,25.45517349,25.51172829,25.53988838,0,289.4683228,54.82349014,60.54968643,513.5247192,14336.60645,0,60,47.33067703,40.04903412
72,288.7519836,291.0596619,288.7519836,289.0404053,289.3288879,289.0404053,289.0404053,288.7519836,386.3814392,288.463501,289.3288879,289.6173401,289.0404053,290.4827271,289.3288879,289.0404053,289.0404053,289.6173401,35.19201279,288.463501,51.79330063,51.79549789,51.79468155,51.7950592,51.79413605,51.84729385,51.95088577,51.899086,51.97677994,2.501607895,1.364812136,1.216660857,1.211670995,2.881610394,14.48110199,1.354414821,14.48110199,1.932957411,2.625403643,1.264591217,1.264591217,1.961549282,1.364812136,1.986902714,1.013001442,54.89135361,61.20092392,61.20092392,57.28623199,60.54819489,24.87955284,24.89156532,38.15458679,25.45902634,25.51558113,25.54374123,0,289.2207031,54.98296356,60.54819489,513.5061035,14315.41406,0,60,47.19562149,39.93475723
73,288.5065918,290.8123169,288.5065918,288.7947998,289.0830078,288.7947998,288.7947998,288.5065918,385.8174744,288.2183228,289.0830078,289.3712463,288.7947998,290.2358704,289.0830078,288.7947998,288.7947998,289.3712463,35.19247055,288.2183228,51.96912384,51.97133255,51.97052383,51.97088623,51.96996307,52.02330017,52.12723923,52.07526779,52.15322876,2.501502275,1.364715576,1.217192292,1.211601377,2.882046461,14.48110199,1.354414821,14.48110199,1.92912972,2.625288725,1.271034241,1.271034241,1.961481333,1.364715576,1.98292613,1.013001442,55.04878998,61.32389832,61.32389832,57.29125977,60.54673004,24.87963867,24.89159584,38.15466309,25.46287918,25.51943398,25.54759407,0,288.9749451,55.14157104,60.54673004,513.4869995,14294.71484,0,60,47.06290054,39.82245255
74,288.2623901,290.5661316,288.2623901,288.5503845,288.8383789,288.5503845,288.5503845,288.2623901,385.2583923,287.9744568,288.8383789,289.1262817,288.5503845,289.9902344,288.8383789,288.5503845,288.5503845,289.1262817,35.19292831,287.9744568,52.1438942,52.14612198,52.14532089,52.1456604,52.14474869,52.19826889,52.30255508,52.25041199,52.32863235,2.50139451,1.364617348,1.217662454,1.211292148,2.882455349,14.48110199,1.354414821,14.48110199,1.925269604,2.625171423,1.277463913,1.277463913,1.96141386,1.364617348,1.978915691,1.013001442,55.20537186,61.44624329,61.44624329,57.29623795,60.54526138,24.87972069,24.89162636,38.15473938,25.46673393,25.523283,25.5514431,0,288.7303467,55.29930878,60.54526138,513.4673462,14273.95508,0,60,46.93256378,39.71216965
75,288.019104,290.3208923,288.019104,288.3067627,288.594574,288.3067627,288.3067627,288.019104,384.7042542,287.7313232,288.594574,288.8822327,288.3067627,289.7453918,288.594574,288.3067627,288.3067627,288.8822327,35.19338608,287.7313232,52.31764221,52.31987381,52.31908035,52.31940842,52.31850815,52.37219238,52.47683716,52.42451477,52.50299072,2.501283169,1.364515781,1.218122602,1.211438775,2.882864952,14.48110199,1.354414821,14.48110199,1.921480775,2.625050545,1.283880234,1.283880234,1.961363673,1.364515781,1.974978805,1.013001442,55.36109543,61.56792831,61.56792831,57.3011055,60.54380798,24.8798008,24.89164734,38.15481567,25.47059631,25.52713394,25.55528641,0,288.4866333,55.4561882,60.54380798,513.4472656,14253.36133,0,60,46.80454636,39.6038475
76,287.7765503,290.0764465,287.7765503,288.0640564,288.351532,288.0640564,288.0640564,287.7765503,384.1556396,287.4890747,288.351532,288.6389771,288.0640564,289.5014648,288.351532,288.0640564,288.0640564,288.6389771,35.19384384,287.4890747,52.4903717,52.4926033,52.49180984,52.49213409,52.4912529,52.54510117,52.65008163,52.5975914,52.67633057,2.501171589,1.364413977,1.218572497,1.211331248,2.88327384,14.48110199,1.354414821,14.48110199,1.917768955,2.624929428,1.29028511,1.29028511,1.961279392,1.364413977,1.971122146,1.013001442,55.51596069,61.68900681,61.68900681,57.30593109,60.54240036,24.87988091,24.89168167,38.15490341,25.4744606,25.53098679,25.55913734,0,288.2437439,55.61219788,60.54240036,513.427002,14233.37402,0,60,46.67881393,39.49745941
77,287.5350342,289.8329773,287.5350342,287.8222351,288.1094971,287.8222351,287.8222351,287.5350342,383.6127319,287.2477417,288.1094971,288.3967285,287.8222351,289.2584839,288.1094971,287.8222351,287.8222351,288.3967285,35.19430161,287.2477417,52.66207886,52.66431427,52.66352081,52.66384506,52.66296768,52.7169838,52.82230377,52.76963806,52.84864044,2.501060009,1.364311695,1.21897614,1.211248755,2.883616209,14.48110199,1.354414821,14.48110199,1.914187789,2.624808073,1.296676636,1.296676636,1.961225986,1.364311695,1.96740067,1.013001442,55.66996002,61.80950928,61.80950928,57.31067276,60.54101563,24.87996101,24.89170074,38.155056,25.47831917,25.53483582,25.56298828,0,288.0018005,55.76734924,60.54101563,513.4067993,14213.96094,0,60,46.55524826,39.39290237
78,287.2945251,289.5905457,287.2945251,287.5814819,287.8685303,287.5814819,287.5814819,287.2945251,383.0756531,287.0075073,287.8685303,288.1555176,287.5814819,289.01651,287.8685303,287.5814819,287.5814819,288.1555176,35.19475937,287.0075073,52.83277893,52.83501053,52.83421707,52.83454514,52.83367538,52.88785172,52.99351883,52.94068146,53.01993561,2.500948191,1.364210129,1.219403625,1.211145997,2.884034872,14.48110199,1.354414821,14.48110199,1.910711646,2.62468648,1.303056717,1.303056717,1.961149693,1.364210129,1.96378839,1.013001442,55.82307816,61.92942429,61.92942429,57.31532669,60.53964233,24.88003922,24.89172935,38.15517044,25.48218346,25.53868675,25.56684113,0,287.7608643,55.92162323,60.53964233,513.3866577,14195.08008,0,60,46.43374634,39.29009247
79,287.0549927,289.3491211,287.0549927,287.3417664,287.62854,287.3417664,287.3417664,287.0549927,382.5444641,286.7682495,287.62854,287.9153137,287.3417664,288.7756348,287.62854,287.3417664,287.3417664,287.9153137,35.19521713,286.7682495,53.00248337,53.00471878,53.00391769,53.00424957,53.00338364,53.05772781,53.16373444,53.11072922,53.19023514,2.500835896,1.36410737,1.219778419,1.211049199,2.884405851,14.48110199,1.354414821,14.48110199,1.907333016,2.624564409,1.309423447,1.309423447,1.961069107,1.36410737,1.960277557,1.013001561,55.97537613,62.04878998,62.04878998,57.31995773,60.53832245,24.88011742,24.89174461,38.15524673,25.48604202,25.54253197,25.57068634,0,287.5209961,56.07505798,60.53832245,513.366272,14176.65039,0,60,46.31448364,39.18917847
